Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=2.6534)   P(D|M,rr[2]=0.2289)   P(D|M,rr[3]=0.4957)   P(D|M,rr[4]=1.0697)   Posterior mean        
3538   0.187035        4.40831e-20           1.83196e-28           8.10268e-24           5.00259e-21           1.33316e-19           
3539   0.156819        3.97234e-20           1.61056e-29           1.26625e-24           1.95143e-21           1.3895e-19            
3540   0.58844         5.91922e-20           4.04451e-24           3.76168e-21           7.63256e-20           8.91305e-20           
3541   0.276636        5.14888e-20           1.45604e-25           3.2356e-22            1.82198e-20           1.17294e-19           
3542   1.51301         7.37735e-20           5.78205e-23           3.28068e-20           2.34382e-19           7.01425e-20           
3543   0.529207        7.13918e-20           1.45755e-25           6.59724e-22           5.68827e-20           1.00911e-19           
3544   0.160459        4.01044e-20           1.72282e-28           3.5967e-24            2.43483e-21           1.3787e-19            
3545   0.844453        7.23027e-20           6.82892e-24           6.85179e-21           1.18213e-19           8.40735e-20           
3546   0.261212        5.23147e-20           1.01815e-26           8.56691e-23           1.44379e-20           1.2195e-19            
3547   0.475434        6.78711e-20           1.13633e-24           1.38681e-21           4.71802e-20           1.03157e-19           
3548   0.218987        4.77779e-20           5.28605e-27           4.18019e-23           8.94519e-21           1.27693e-19           
3549   0.296906        5.97147e-20           9.75237e-27           7.86796e-23           1.62266e-20           1.22231e-19           
3550   0.560988        7.13563e-20           1.68018e-25           8.02048e-22           6.37049e-20           9.84193e-20           
3551   0.168163        4.32366e-20           4.08887e-30           5.65599e-25           1.57257e-21           1.40167e-19           
3552   1.00236         8.00336e-20           2.35666e-24           4.84098e-21           1.48693e-19           8.27473e-20           
3553   0.586905        7.92259e-20           1.27659e-25           6.81562e-22           6.30991e-20           1.00952e-19           
3554   0.156924        4.03576e-20           8.43782e-30           7.34946e-25           1.45859e-21           1.40188e-19           
3555   0.412267        6.24331e-20           2.39942e-25           6.36925e-22           3.86256e-20           1.06149e-19           
3556   0.813283        5.87693e-20           1.45412e-23           1.06085e-20           1.18238e-19           7.9023e-20            
3557   0.160694        3.84145e-20           2.8152e-28            7.48232e-24           3.85799e-21           1.34389e-19           
3558   0.196107        4.5783e-20            9.40216e-28           1.68236e-23           5.59293e-21           1.32594e-19           
3559   0.168822        4.14663e-20           8.7166e-29            3.87604e-24           3.15456e-21           1.36492e-19           
3560   0.439415        6.02319e-20           3.40843e-25           1.02852e-21           4.59212e-20           1.01432e-19           
3561   0.407938        5.02548e-20           1.47322e-24           1.90427e-21           4.61877e-20           9.6627e-20            
3562   0.226768        4.94799e-20           1.63524e-27           3.03616e-23           9.2739e-21            1.27708e-19           
3563   0.392989        5.16693e-20           1.07619e-24           1.44704e-21           4.2274e-20            9.9431e-20            
3564   0.139399        3.58601e-20           6.82533e-30           6.27131e-25           1.28789e-21           1.4021e-19            
3565   0.191811        4.31974e-20           1.87572e-27           2.52006e-23           6.74962e-21           1.2995e-19            
3566   0.434087        6.53839e-20           1.31688e-25           5.70908e-22           4.10687e-20           1.05925e-19           
3567   0.205326        4.49794e-20           3.38887e-27           3.88014e-23           8.23946e-21           1.27977e-19           
3568   0.14986         3.91721e-20           1.69814e-30           2.45851e-25           8.79427e-22           1.41535e-19           
3569   0.241441        4.76753e-20           8.11379e-27           7.84357e-23           1.38994e-20           1.21051e-19           
3570   0.715116        6.44132e-20           4.10132e-24           4.47521e-21           9.89892e-20           8.57903e-20           
3571   0.608763        6.60015e-20           4.92458e-24           3.98392e-21           7.49783e-20           9.1608e-20            
3572   0.241816        4.85029e-20           1.82883e-26           1.03257e-22           1.32799e-20           1.22031e-19           
3573   4.24089e-19     9.88278e-20           3.00324e-21           4.93547e-19           1.07952e-18           0.958825              
3574   0.625507        7.57248e-20           3.58525e-25           1.11566e-21           7.3911e-20            9.64022e-20           
3575   1.03936         7.25743e-20           4.36328e-24           7.00002e-21           1.6046e-19            7.92439e-20           
3576   0.579744        5.62455e-20           6.14e-24              4.9639e-21            7.54866e-20           8.76447e-20           
3577   0.181614        4.21224e-20           2.01231e-27           2.36513e-23           5.39627e-21           1.321e-19             
3578   2.69338         1.01764e-19           1.18747e-22           4.94906e-20           4.5118e-19            6.71553e-20           
3579   0.276862        5.60611e-20           1.92149e-26           1.03496e-22           1.47902e-20           1.2265e-19            
3580   0.184452        4.4362e-20            3.41916e-28           8.16334e-24           4.21057e-21           1.34853e-19           
3581   0.3748          5.26755e-20           4.50633e-25           9.37657e-22           3.80424e-20           1.02515e-19           
3582   1.31933         7.11992e-20           1.70004e-23           1.64079e-20           2.12362e-19           7.32725e-20           
3583   0.349076        6.81954e-20           3.90673e-27           6.34974e-23           2.07485e-20           1.20402e-19           
3584   0.165127        4.12063e-20           3.99215e-28           5.49782e-24           2.55629e-21           1.37743e-19           
3585   0.201233        4.88584e-20           8.64161e-29           4.15345e-24           4.22396e-21           1.35588e-19           
3586   0.609533        6.45447e-20           2.15906e-24           2.83715e-21           7.76088e-20           9.10997e-20           
3587   0.162674        4.12964e-20           1.15883e-29           1.17302e-24           1.95124e-21           1.39127e-19           
3588   0.207337        4.87002e-20           1.51476e-28           7.38102e-24           5.68412e-21           1.33058e-19           
3589   0.334009        6.34836e-20           2.13324e-26           1.39884e-22           2.1205e-20            1.18673e-19           
3590   0.840824        7.2738e-20            3.33275e-24           4.83752e-21           1.19304e-19           8.47307e-20           
3591   0.231733        4.68167e-20           1.5126e-26            9.3953e-23            1.24579e-20           1.22498e-19           
3592   0.882291        7.4406e-20            1.12188e-24           3.38555e-21           1.2863e-19            8.43387e-20           
