Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.1728)   P(D|M,rr[2]=0.3657)   P(D|M,rr[3]=0.5439)   P(D|M,rr[4]=0.7331)   P(D|M,rr[5]=0.9506)   P(D|M,rr[6]=1.2228)   P(D|M,rr[7]=1.6122)   P(D|M,rr[8]=2.3989)   Posterior mean        
3110   0.410889        3.71579e-28           5.86155e-24           3.28941e-22           3.38719e-21           1.46794e-20           3.63338e-20           5.86352e-20           6.48245e-20           9.4637e-20            
3111   0.167866        5.77928e-30           2.17023e-25           2.0715e-23            3.33918e-22           2.2131e-21            8.42537e-21           2.15354e-20           4.02716e-20           1.07219e-19           
3112   0.170737        3.70632e-31           3.73114e-26           6.14111e-24           1.47918e-22           1.35602e-21           6.75102e-21           2.12926e-20           4.44917e-20           1.1034e-19            
3113   0.40261         5.44727e-28           6.11511e-24           3.13769e-22           3.15503e-21           1.37791e-20           3.50166e-20           5.83392e-20           6.39943e-20           9.49956e-20           
3114   0.2533          1.61085e-29           5.70842e-25           5.10919e-23           7.6442e-22            4.6408e-21            1.58863e-20           3.53704e-20           5.31378e-20           1.03099e-19           
3115   0.575813        4.12788e-26           1.22707e-22           2.81385e-21           1.50877e-20           3.86867e-20           6.19521e-20           7.02933e-20           6.07625e-20           8.34157e-20           
3116   0.167571        1.19576e-29           3.05149e-25           2.42291e-23           3.4899e-22            2.1697e-21            8.07946e-21           2.09975e-20           4.10524e-20           1.07821e-19           
3117   0.642881        1.84121e-26           6.19184e-23           1.64836e-21           1.05239e-20           3.27883e-20           6.43754e-20           8.78853e-20           8.15221e-20           8.86184e-20           
3118   0.239792        1.18724e-29           3.48391e-25           3.1573e-23            5.00407e-22           3.29848e-21           1.25386e-20           3.17925e-20           5.58315e-20           1.06362e-19           
3119   0.420421        1.55377e-28           2.9068e-24            1.91038e-22           2.30196e-21           1.16831e-20           3.37444e-20           6.22474e-20           7.21579e-20           9.74057e-20           
3120   0.282967        7.20284e-29           1.46302e-24           1.01094e-22           1.26526e-21           6.64971e-21           2.00558e-20           3.98643e-20           5.47796e-20           1.005e-19             
3121   0.161159        2.4083e-29            6.59534e-25           4.84417e-23           6.12361e-22           3.22081e-21           9.87519e-21           2.09423e-20           3.51919e-20           1.03776e-19           
3122   0.546149        1.57363e-26           7.50928e-23           2.0491e-21            1.21137e-20           3.33642e-20           5.70051e-20           6.88316e-20           6.34156e-20           8.57229e-20           
3123   2.75888e-18     2.52864e-21           6.5861e-19            3.81569e-18           6.76494e-18           6.15455e-18           3.35598e-18           1.11482e-18           2.03899e-19           0.884289              
3124   0.441068        1.24455e-27           1.18426e-23           5.33734e-22           4.78182e-21           1.86882e-20           4.23815e-20           6.26529e-20           6.22327e-20           9.17333e-20           
3125   0.15358         2.17132e-29           4.17579e-25           2.85142e-23           3.68667e-22           2.11534e-21           7.46931e-21           1.89827e-20           3.76396e-20           1.07701e-19           
3126   0.389935        7.5397e-29            2.24076e-24           1.71099e-22           2.17896e-21           1.11432e-20           3.16089e-20           5.70228e-20           6.698e-20             9.73053e-20           
3127   0.692224        2.65989e-27           3.00638e-23           1.29948e-21           1.05645e-20           3.65584e-20           7.27442e-20           9.4936e-20            8.40718e-20           8.79227e-20           
3128   0.6749          2.48659e-26           1.08695e-22           2.9832e-21            1.7577e-20            4.68418e-20           7.47357e-20           8.2051e-20            6.83936e-20           8.27553e-20           
3129   0.781351        8.13225e-27           5.38679e-23           1.88918e-21           1.37251e-20           4.44595e-20           8.47783e-20           1.06377e-19           8.75738e-20           8.61676e-20           
3130   0.190878        1.37963e-28           1.88736e-24           9.96087e-23           1.01593e-21           4.58895e-21           1.26003e-20           2.47166e-20           3.97568e-20           1.02021e-19           
3131   0.353638        1.97799e-29           7.39818e-25           6.83955e-23           1.05019e-21           6.52745e-21           2.28022e-20           5.10736e-20           7.18435e-20           1.02356e-19           
3132   0.0778087       4.71187e-33           1.17384e-27           3.1901e-25            1.15498e-23           1.57047e-22           1.19954e-21           6.30407e-21           2.60716e-20           1.19412e-19           
3133   0.482656        2.30213e-28           4.2346e-24            2.7646e-22            3.25899e-21           1.58467e-20           4.28495e-20           7.22444e-20           7.48382e-20           9.47877e-20           
3134   1.27997         1.82578e-26           1.17474e-22           4.01315e-21           2.82471e-20           8.74794e-20           1.55224e-19           1.71327e-19           1.08688e-19           8.13343e-20           
3135   0.289759        1.91072e-27           1.20671e-23           4.23922e-22           3.19392e-21           1.11406e-20           2.41264e-20           3.78021e-20           4.8964e-20            9.53681e-20           
3136   0.222595        1.18633e-29           4.53356e-25           4.21815e-23           6.44681e-22           3.94872e-21           1.35167e-20           3.01654e-20           4.82168e-20           1.0393e-19            
3137   0.139381        5.84607e-31           4.76597e-26           6.69662e-24           1.4113e-22            1.15799e-21           5.325e-21             1.63829e-20           3.74331e-20           1.11141e-19           
3138   0.43956         5.00439e-27           2.98237e-23           9.7705e-22            6.80122e-21           2.17113e-20           4.24506e-20           5.8332e-20            6.03266e-20           9.00996e-20           
3139   0.883356        4.78381e-26           1.59334e-22           3.98507e-21           2.29127e-20           6.17594e-20           1.00856e-19           1.10665e-19           8.27573e-20           8.17897e-20           
3140   0.234891        2.68321e-28           3.33251e-24           1.61775e-22           1.53201e-21           6.48734e-21           1.68293e-20           3.11665e-20           4.56876e-20           9.9941e-20            
3141   0.208252        9.9747e-30            3.49066e-25           3.16779e-23           4.88942e-22           3.10973e-21           1.13392e-20           2.75326e-20           4.78126e-20           1.05809e-19           
3142   0.245117        7.67591e-30           3.18586e-25           3.18761e-23           5.26715e-22           3.52803e-21           1.33861e-20           3.32445e-20           5.5585e-20            1.05594e-19           
3143   0.707807        1.13425e-25           2.73546e-22           5.29959e-21           2.44142e-20           5.45192e-20           7.7426e-20            8.00962e-20           6.49336e-20           7.98738e-20           
